TransactionID,Amount,CountryRisk,TransactionType,CustomerType,AccountAgeMonths,HasPriorSAR,RelatedPartiesCount,TransactionLocation,PurposeKnown,TransactionPattern,NarrativeRiskTerms,IsFraud
752,29803,9,ACH,retail,67,0,3,domestic,1,normal,third-party involvement,0
753,9437,4,crypto,business,11,0,4,domestic,1,round figures,,0
754,46527,3,cash,foreign,94,0,5,domestic,1,normal,shell company,0
755,61629,7,ACH,retail,68,0,2,domestic,1,round figures,shell company,0
756,84765,6,ACH,foreign,69,0,1,foreign,1,round figures,third-party involvement,1
757,32021,8,card,business,1,0,1,domestic,0,frequent small,third-party involvement,0
758,33407,3,crypto,foreign,91,1,5,domestic,1,frequent small,cash-heavy,0
759,27455,5,wire,retail,92,0,3,domestic,0,frequent small,shell company,1
760,4935,10,cash,foreign,63,0,3,domestic,0,round figures,shell company,1
761,20259,4,cash,retail,29,0,3,domestic,1,structuring,cash-heavy,0
762,47705,4,crypto,retail,82,0,3,foreign,1,structuring,shell company,0
763,38188,4,card,retail,12,0,3,domestic,1,round figures,,0
764,78852,10,card,business,77,0,5,domestic,0,round figures,third-party involvement,0
765,55384,8,crypto,foreign,41,0,4,domestic,1,frequent small,third-party involvement,0
766,57143,6,card,business,2,0,2,domestic,1,frequent small,third-party involvement,0
767,35647,3,cash,foreign,37,0,3,domestic,1,frequent small,unusual pattern,0
768,97107,10,cash,business,45,0,4,foreign,1,structuring,,0
769,82944,5,wire,non-profit,80,0,1,domestic,0,structuring,,0
770,27632,6,crypto,retail,48,0,5,foreign,1,round figures,cash-heavy,0
771,34449,5,ACH,retail,24,0,4,domestic,0,structuring,unusual pattern,0
772,45545,6,ACH,business,99,0,3,domestic,1,frequent small,shell company,0
773,5813,8,wire,non-profit,22,0,3,domestic,1,frequent small,,0
774,56278,7,wire,retail,100,0,3,domestic,0,frequent small,unusual pattern,0
775,49507,5,card,foreign,11,0,4,domestic,1,frequent small,unusual pattern,0
776,70440,10,wire,business,119,0,3,domestic,0,frequent small,,0
777,51090,6,wire,retail,58,0,4,domestic,1,normal,cash-heavy,0
778,75772,4,ACH,retail,46,0,3,domestic,1,round figures,unusual pattern,0
779,65645,9,card,business,29,0,1,foreign,1,round figures,third-party involvement,0
780,84891,4,wire,business,35,0,1,domestic,0,structuring,unusual pattern,0
781,58241,1,wire,foreign,112,0,2,foreign,0,frequent small,shell company,0
782,23893,7,card,foreign,118,0,3,domestic,1,normal,,0
783,56670,7,crypto,retail,15,0,3,domestic,1,frequent small,shell company,0
784,95184,4,card,retail,60,0,4,domestic,1,frequent small,cash-heavy,0
785,37992,3,ACH,business,95,0,4,domestic,1,structuring,third-party involvement,0
786,1115,8,crypto,retail,42,0,3,foreign,1,normal,,0
787,61913,5,cash,retail,105,0,2,domestic,1,normal,unusual pattern,0
788,27812,10,card,business,43,0,3,foreign,0,round figures,third-party involvement,0
789,8515,7,ACH,retail,80,0,4,foreign,1,frequent small,unusual pattern,0
790,62392,4,crypto,retail,74,0,3,domestic,0,normal,cash-heavy,0
791,23933,4,card,non-profit,49,0,4,foreign,1,round figures,,0
792,4258,8,wire,foreign,64,0,3,domestic,1,normal,cash-heavy,0
793,62780,8,card,business,32,0,5,foreign,0,frequent small,cash-heavy,0
794,20409,2,cash,non-profit,64,0,4,domestic,1,round figures,cash-heavy,0
795,7070,2,card,foreign,115,0,2,domestic,0,normal,cash-heavy,0
796,72574,3,crypto,foreign,2,0,5,foreign,0,structuring,unusual pattern,0
797,86804,3,crypto,foreign,24,0,3,domestic,1,normal,shell company,0
798,46640,1,card,non-profit,87,0,4,domestic,1,frequent small,unusual pattern,0
799,20484,3,crypto,non-profit,66,0,5,domestic,1,structuring,third-party involvement,0
800,18117,6,wire,foreign,38,0,2,domestic,1,normal,cash-heavy,0
801,75980,8,card,retail,31,0,4,domestic,1,normal,third-party involvement,0
802,8802,10,wire,retail,115,0,5,domestic,1,round figures,unusual pattern,0
803,484,6,wire,non-profit,104,0,5,domestic,1,frequent small,cash-heavy,0
804,504,5,ACH,non-profit,26,0,5,domestic,1,normal,unusual pattern,0
805,41043,4,card,non-profit,29,0,1,domestic,1,normal,cash-heavy,0
806,48026,3,crypto,foreign,67,0,3,domestic,1,normal,unusual pattern,0
807,29289,4,wire,retail,78,0,4,domestic,1,frequent small,,1
808,12863,7,ACH,non-profit,25,0,4,domestic,1,structuring,shell company,0
809,18484,1,card,non-profit,48,0,4,foreign,1,frequent small,shell company,0
810,60200,7,card,business,65,0,5,domestic,1,round figures,cash-heavy,0
811,98242,1,cash,foreign,53,0,3,domestic,1,round figures,,1
812,9960,2,cash,business,67,0,2,foreign,1,frequent small,third-party involvement,1
813,80742,4,wire,retail,118,0,4,domestic,0,normal,,0
814,50712,1,cash,business,90,0,3,domestic,1,normal,cash-heavy,0
815,23674,9,wire,business,18,0,3,domestic,1,structuring,,0
816,23624,6,crypto,business,9,0,1,foreign,0,frequent small,third-party involvement,0
817,69272,1,wire,foreign,38,0,4,domestic,0,frequent small,cash-heavy,0
818,11016,1,cash,retail,87,0,5,domestic,1,normal,shell company,1
819,4909,6,crypto,business,21,0,3,domestic,1,round figures,,0
820,32301,4,cash,foreign,65,0,3,domestic,1,round figures,shell company,0
821,53430,4,wire,retail,21,0,2,domestic,1,structuring,shell company,0
822,13556,6,ACH,non-profit,27,0,1,domestic,0,structuring,unusual pattern,0
823,56497,7,card,business,106,0,3,domestic,1,round figures,third-party involvement,0
824,38865,9,cash,retail,70,0,3,domestic,0,frequent small,,0
825,34916,10,wire,business,119,0,5,domestic,1,structuring,shell company,0
826,45206,5,crypto,non-profit,44,0,5,domestic,0,normal,shell company,0
827,54032,9,cash,retail,100,0,2,domestic,1,frequent small,third-party involvement,0
828,17200,4,cash,foreign,28,0,2,foreign,1,normal,shell company,0
829,57191,10,card,retail,45,0,2,domestic,1,structuring,shell company,0
830,22049,2,wire,foreign,17,0,5,domestic,1,round figures,shell company,0
831,70180,3,ACH,retail,40,0,5,foreign,1,structuring,shell company,0
832,37844,1,crypto,foreign,116,0,1,domestic,0,round figures,unusual pattern,0
833,45643,6,wire,non-profit,3,0,4,domestic,1,frequent small,unusual pattern,1
834,92293,6,crypto,non-profit,76,0,4,domestic,1,structuring,cash-heavy,1
835,36287,1,cash,non-profit,103,0,1,domestic,1,structuring,,0
836,7339,3,card,retail,76,0,4,foreign,1,structuring,third-party involvement,0
837,14589,5,card,non-profit,66,0,5,domestic,0,frequent small,cash-heavy,0
838,58117,3,ACH,business,46,0,4,domestic,1,normal,unusual pattern,1
839,61977,10,card,non-profit,86,0,5,domestic,1,normal,unusual pattern,0
840,43225,3,cash,foreign,87,0,1,domestic,1,round figures,unusual pattern,0
841,50022,10,ACH,foreign,30,0,2,domestic,1,structuring,cash-heavy,0
842,94174,3,wire,foreign,69,0,1,domestic,0,normal,unusual pattern,0
843,32149,5,card,retail,9,0,4,domestic,1,frequent small,cash-heavy,0
844,37231,5,ACH,business,85,1,5,domestic,1,structuring,unusual pattern,0
845,43044,4,cash,non-profit,11,0,4,foreign,0,round figures,shell company,0
846,74063,1,crypto,business,69,0,4,domestic,1,normal,shell company,1
847,24385,5,crypto,business,99,0,2,domestic,1,frequent small,,0
848,37726,10,cash,foreign,91,1,4,domestic,0,frequent small,unusual pattern,1
849,42908,5,cash,foreign,113,0,2,domestic,1,round figures,,0
850,88564,4,crypto,foreign,66,0,5,domestic,0,normal,cash-heavy,0
851,53971,6,ACH,retail,88,0,5,domestic,1,structuring,,1
852,19298,10,crypto,business,31,0,2,domestic,0,frequent small,unusual pattern,1
853,19858,4,cash,business,33,0,1,domestic,0,round figures,cash-heavy,0
854,15354,7,card,retail,39,0,5,foreign,1,frequent small,cash-heavy,0
855,44338,7,wire,retail,94,0,1,domestic,1,frequent small,shell company,0
856,1352,2,card,retail,46,0,5,domestic,1,normal,cash-heavy,0
857,39864,3,card,business,37,0,5,domestic,1,normal,cash-heavy,0
858,77809,1,cash,business,115,0,3,domestic,1,structuring,,0
859,37541,8,crypto,foreign,92,0,4,domestic,1,frequent small,cash-heavy,0
860,92334,9,ACH,foreign,60,0,4,foreign,1,round figures,third-party involvement,0
861,53782,4,card,business,31,1,1,domestic,0,frequent small,shell company,0
862,59594,6,crypto,foreign,11,1,4,domestic,1,round figures,shell company,0
863,81417,9,ACH,retail,87,0,1,domestic,1,frequent small,cash-heavy,0
864,65315,6,card,non-profit,2,1,5,foreign,1,round figures,,0
865,78687,9,ACH,foreign,104,0,3,domestic,1,frequent small,shell company,0
866,7049,4,crypto,business,105,0,3,domestic,1,frequent small,shell company,0
867,55493,8,wire,foreign,27,0,5,domestic,1,structuring,third-party involvement,0
868,73653,9,crypto,foreign,99,1,2,domestic,0,normal,cash-heavy,0
869,7041,4,cash,foreign,2,0,2,domestic,0,normal,shell company,0
870,26034,5,ACH,non-profit,103,0,4,domestic,1,round figures,shell company,0
871,23486,8,wire,retail,101,0,1,domestic,1,frequent small,shell company,0
872,61986,10,ACH,business,21,0,3,domestic,1,frequent small,shell company,0
873,75845,6,ACH,non-profit,58,0,4,foreign,1,normal,,0
874,83351,7,card,business,5,0,5,domestic,1,round figures,unusual pattern,1
875,94556,3,cash,business,52,0,3,foreign,1,structuring,third-party involvement,0
876,53513,7,ACH,business,45,0,1,domestic,1,structuring,,1
877,56900,8,crypto,non-profit,85,0,1,domestic,1,structuring,third-party involvement,0
878,97339,10,crypto,retail,93,0,2,domestic,1,frequent small,shell company,0
879,42418,6,card,business,20,0,4,domestic,1,round figures,third-party involvement,0
880,70273,10,cash,retail,61,0,5,domestic,1,normal,cash-heavy,0
881,70490,9,cash,retail,38,0,3,domestic,0,frequent small,cash-heavy,1
882,52429,6,crypto,foreign,20,0,1,domestic,0,frequent small,unusual pattern,0
883,43188,9,wire,non-profit,114,0,3,domestic,1,structuring,unusual pattern,0
884,39911,4,card,non-profit,25,0,5,domestic,1,round figures,third-party involvement,0
885,55579,8,card,foreign,2,0,3,domestic,1,round figures,,0
886,85492,4,crypto,foreign,32,0,4,domestic,1,structuring,,0
887,87469,2,crypto,retail,26,0,2,domestic,1,structuring,shell company,0
888,20063,10,wire,business,70,0,3,domestic,1,structuring,,1
889,55223,9,wire,non-profit,41,0,2,foreign,1,frequent small,unusual pattern,0
890,92805,5,cash,business,67,0,5,foreign,1,frequent small,,0
891,73577,4,card,business,97,0,2,domestic,1,frequent small,shell company,0
892,14488,2,card,foreign,1,1,3,domestic,0,normal,cash-heavy,0
893,5669,1,crypto,business,51,0,3,domestic,1,normal,,0
894,69936,7,cash,retail,5,1,1,domestic,1,round figures,,1
895,36686,6,card,foreign,13,0,3,domestic,1,structuring,unusual pattern,0
896,12115,2,cash,business,19,0,2,domestic,1,structuring,third-party involvement,0
897,45102,8,cash,foreign,12,0,1,domestic,1,frequent small,cash-heavy,1
898,6354,4,crypto,retail,48,0,3,domestic,1,normal,third-party involvement,0
899,17244,8,cash,retail,25,0,3,domestic,1,structuring,shell company,0
900,24314,7,wire,business,57,0,5,domestic,1,round figures,shell company,0
901,80819,5,wire,foreign,115,0,1,domestic,1,structuring,third-party involvement,1
902,71874,10,ACH,business,35,0,5,domestic,1,frequent small,unusual pattern,0
903,6190,10,crypto,business,76,1,5,foreign,1,frequent small,unusual pattern,0
904,11737,8,ACH,foreign,94,0,5,domestic,1,normal,unusual pattern,0
905,22515,9,wire,business,5,0,4,domestic,1,round figures,cash-heavy,0
906,24171,5,ACH,retail,98,1,5,domestic,1,round figures,shell company,0
907,58343,10,crypto,foreign,22,0,2,domestic,1,structuring,shell company,0
908,41340,5,crypto,foreign,103,0,3,domestic,1,round figures,shell company,0
909,83907,2,cash,foreign,77,0,4,domestic,0,structuring,cash-heavy,1
910,33534,5,card,foreign,57,0,5,domestic,0,structuring,shell company,0
911,69824,3,cash,business,47,0,3,foreign,1,normal,third-party involvement,0
912,75797,7,crypto,business,54,0,1,domestic,0,round figures,,0
913,28832,10,wire,retail,3,0,1,foreign,1,frequent small,cash-heavy,0
914,11414,5,wire,non-profit,53,0,3,domestic,0,structuring,,1
915,24054,8,cash,non-profit,84,0,2,foreign,1,structuring,third-party involvement,0
916,57208,1,crypto,retail,31,0,3,domestic,1,structuring,unusual pattern,0
917,87144,3,wire,non-profit,69,1,3,domestic,1,round figures,unusual pattern,0
918,87605,3,crypto,retail,88,0,4,domestic,1,round figures,unusual pattern,0
919,36768,9,wire,business,104,0,1,domestic,1,round figures,cash-heavy,0
920,23161,5,crypto,foreign,118,0,1,domestic,0,structuring,unusual pattern,0
921,79352,9,ACH,foreign,33,0,5,domestic,1,frequent small,cash-heavy,0
922,39849,9,crypto,business,72,0,3,foreign,1,frequent small,cash-heavy,0
923,17007,1,crypto,foreign,88,0,3,foreign,1,round figures,,0
924,18877,2,cash,foreign,50,0,2,domestic,1,frequent small,unusual pattern,0
925,93329,5,ACH,non-profit,84,0,1,domestic,1,structuring,shell company,0
926,51845,4,card,business,16,0,2,domestic,1,round figures,unusual pattern,0
927,91965,10,cash,non-profit,114,1,4,domestic,1,round figures,unusual pattern,0
928,81918,9,card,non-profit,116,1,5,domestic,1,structuring,unusual pattern,0
929,23724,7,wire,foreign,76,0,2,domestic,1,round figures,shell company,0
930,23421,6,card,foreign,77,0,1,foreign,1,structuring,shell company,0
931,10588,7,crypto,business,109,0,4,domestic,1,round figures,cash-heavy,0
932,22674,1,card,foreign,106,0,3,domestic,0,frequent small,shell company,0
933,5340,1,cash,foreign,39,0,4,domestic,1,round figures,cash-heavy,0
934,43321,8,cash,business,89,0,2,domestic,1,round figures,,0
935,10578,2,card,foreign,46,0,1,domestic,1,round figures,cash-heavy,1
936,55745,10,cash,non-profit,96,0,2,domestic,1,normal,unusual pattern,0
937,19362,9,cash,business,88,0,3,domestic,1,frequent small,third-party involvement,0
938,52896,7,card,foreign,112,0,3,domestic,1,structuring,third-party involvement,0
939,4532,6,ACH,retail,47,0,1,domestic,1,normal,unusual pattern,0
940,95357,1,ACH,business,44,0,5,domestic,1,frequent small,cash-heavy,0
941,64391,1,wire,business,9,0,4,domestic,1,round figures,unusual pattern,0
942,79204,2,cash,retail,104,0,4,domestic,1,round figures,shell company,0
943,59499,6,card,foreign,114,0,3,domestic,1,structuring,cash-heavy,0
944,79814,6,cash,foreign,87,0,2,domestic,1,structuring,unusual pattern,0
945,50528,2,crypto,business,50,0,2,domestic,1,frequent small,shell company,0
946,87831,1,cash,business,77,0,5,foreign,1,frequent small,shell company,0
947,402,10,cash,foreign,60,0,2,domestic,0,structuring,cash-heavy,0
948,82658,5,ACH,foreign,96,0,4,foreign,1,frequent small,,0
949,155,5,card,non-profit,114,1,2,domestic,1,structuring,,0
950,8817,2,cash,business,15,0,5,domestic,1,round figures,shell company,0
951,28799,6,ACH,business,36,0,4,foreign,1,structuring,,0
952,73786,9,wire,retail,113,1,2,domestic,1,normal,shell company,0
953,67761,2,ACH,non-profit,63,0,4,domestic,1,structuring,,0
954,44347,10,ACH,foreign,69,0,3,domestic,1,structuring,shell company,0
955,16848,2,ACH,non-profit,86,0,3,foreign,1,normal,shell company,0
956,4721,3,cash,foreign,80,0,3,domestic,1,normal,shell company,0
957,15134,7,cash,foreign,41,0,2,domestic,1,normal,shell company,0
958,5226,6,wire,non-profit,74,0,5,domestic,1,normal,third-party involvement,0
959,5222,8,crypto,business,24,0,4,foreign,0,structuring,,0
960,18130,8,crypto,foreign,82,0,1,domestic,1,frequent small,shell company,0
961,82938,6,crypto,non-profit,49,0,3,domestic,0,normal,unusual pattern,0
962,84817,10,wire,retail,18,0,3,domestic,0,round figures,cash-heavy,0
963,55758,3,crypto,non-profit,7,0,1,domestic,0,structuring,unusual pattern,1
964,38738,3,crypto,retail,4,0,1,domestic,0,frequent small,unusual pattern,0
965,67167,1,ACH,foreign,90,0,2,domestic,1,round figures,third-party involvement,0
966,88969,7,cash,non-profit,69,0,4,domestic,1,structuring,,0
967,34774,5,cash,non-profit,60,0,3,domestic,1,structuring,third-party involvement,0
968,35954,4,ACH,retail,55,0,5,domestic,1,round figures,,0
969,46371,10,ACH,non-profit,16,0,2,domestic,0,normal,shell company,0
970,73788,4,ACH,non-profit,99,0,2,domestic,0,normal,third-party involvement,0
971,38618,4,cash,foreign,90,0,5,domestic,1,round figures,cash-heavy,0
972,10367,6,crypto,non-profit,82,0,5,domestic,1,frequent small,,0
973,90925,8,ACH,business,29,0,5,foreign,1,normal,third-party involvement,0
974,1162,8,wire,retail,23,0,1,domestic,1,structuring,cash-heavy,0
975,50548,5,ACH,non-profit,117,1,3,domestic,1,structuring,unusual pattern,0
976,95562,6,card,retail,14,0,1,domestic,1,frequent small,shell company,0
977,6329,4,ACH,retail,79,0,3,domestic,0,structuring,shell company,0
978,56893,9,cash,retail,49,0,1,foreign,1,normal,unusual pattern,0
979,48015,8,ACH,non-profit,33,0,4,foreign,0,frequent small,third-party involvement,1
980,4732,10,card,non-profit,25,0,3,domestic,1,normal,unusual pattern,0
981,3696,10,wire,retail,21,1,2,domestic,0,frequent small,cash-heavy,0
982,6268,1,crypto,business,17,0,3,domestic,1,round figures,,0
983,7661,2,ACH,retail,23,0,3,domestic,0,structuring,third-party involvement,1
984,73894,9,card,business,57,0,3,domestic,1,frequent small,,0
985,82252,8,card,retail,107,0,4,domestic,1,round figures,unusual pattern,0
986,26834,3,wire,foreign,81,0,1,domestic,1,normal,shell company,0
987,6471,8,cash,retail,58,0,2,domestic,0,round figures,,0
988,26169,1,ACH,retail,14,0,1,domestic,1,normal,,0
989,80005,10,card,non-profit,93,0,1,domestic,1,frequent small,shell company,1
990,13010,4,wire,business,20,0,5,domestic,1,frequent small,,1
991,73579,3,crypto,foreign,30,0,4,domestic,1,structuring,,0
992,77835,6,card,business,19,0,5,domestic,0,structuring,shell company,0
993,81364,7,wire,foreign,53,0,4,domestic,1,frequent small,shell company,1
994,23375,4,cash,retail,103,0,1,domestic,1,normal,unusual pattern,0
995,72374,7,cash,non-profit,56,1,1,domestic,0,normal,unusual pattern,0
996,81549,9,card,non-profit,77,0,4,domestic,1,frequent small,,0
997,60104,2,card,business,82,0,1,foreign,0,normal,third-party involvement,0
998,63081,3,ACH,non-profit,23,1,1,domestic,1,frequent small,unusual pattern,0
999,84759,5,wire,business,62,0,2,domestic,1,structuring,unusual pattern,1
1000,54653,3,card,business,110,0,5,domestic,1,normal,third-party involvement,0
1001,48547,8,ACH,foreign,33,0,5,foreign,1,structuring,third-party involvement,0
1002,34629,10,ACH,business,103,0,5,domestic,1,round figures,shell company,0
1003,75803,8,card,foreign,104,0,3,domestic,1,structuring,unusual pattern,0
1004,76190,8,cash,non-profit,18,0,2,domestic,1,round figures,cash-heavy,0
1005,17360,9,wire,business,73,0,5,domestic,1,structuring,cash-heavy,0
1006,3912,4,wire,business,33,0,5,domestic,0,structuring,,0
1007,28124,5,cash,retail,32,0,2,domestic,1,normal,unusual pattern,0
1008,58756,5,card,business,61,1,1,domestic,1,structuring,cash-heavy,0
1009,27385,8,wire,business,54,0,5,domestic,0,frequent small,unusual pattern,0
1010,92536,7,card,retail,17,0,1,domestic,1,normal,unusual pattern,0
1011,1705,9,card,retail,19,0,5,foreign,1,normal,cash-heavy,0
1012,71258,8,ACH,non-profit,91,0,4,domestic,0,normal,unusual pattern,0
1013,72403,2,cash,business,70,0,3,domestic,0,structuring,third-party involvement,0
1014,27239,10,card,non-profit,99,0,5,domestic,1,normal,,0
1015,77249,4,crypto,non-profit,101,0,4,foreign,1,round figures,shell company,0
1016,56238,6,cash,retail,34,0,2,domestic,1,round figures,cash-heavy,0
1017,76225,2,wire,foreign,84,0,4,domestic,1,structuring,shell company,0
1018,14018,7,ACH,non-profit,25,0,2,domestic,1,normal,,0
1019,85755,3,wire,foreign,68,0,5,domestic,1,frequent small,third-party involvement,0
1020,27546,3,wire,business,74,0,2,domestic,1,frequent small,third-party involvement,0
1021,13146,2,cash,retail,74,0,4,domestic,1,round figures,third-party involvement,0
1022,24918,8,wire,business,88,1,3,domestic,1,structuring,third-party involvement,0
1023,4424,6,card,business,85,1,1,foreign,1,structuring,cash-heavy,0
1024,76423,1,wire,retail,11,0,1,domestic,1,structuring,cash-heavy,0
1025,9211,1,ACH,business,91,0,3,domestic,1,structuring,unusual pattern,0
1026,38210,7,ACH,retail,16,0,1,foreign,1,structuring,unusual pattern,0
1027,16489,8,crypto,foreign,90,0,5,foreign,1,normal,,0
1028,41527,5,ACH,business,61,0,5,domestic,1,normal,unusual pattern,0
1029,79679,5,wire,retail,94,0,4,foreign,1,normal,,1
1030,28846,4,ACH,non-profit,113,0,4,domestic,1,frequent small,,0
1031,87986,6,cash,business,80,0,2,domestic,1,normal,,1
1032,217,6,ACH,foreign,7,0,4,foreign,1,structuring,third-party involvement,0
1033,84571,3,card,retail,16,0,5,domestic,1,structuring,shell company,1
1034,13334,9,cash,business,99,0,4,domestic,1,frequent small,shell company,0
1035,53541,7,crypto,business,16,0,1,domestic,1,frequent small,cash-heavy,0
1036,946,1,card,business,40,0,2,domestic,1,round figures,,0
1037,11054,7,wire,foreign,12,0,2,domestic,1,frequent small,third-party involvement,0
1038,79339,5,wire,retail,35,0,5,domestic,1,round figures,unusual pattern,0
1039,46614,5,wire,non-profit,113,0,4,foreign,0,normal,unusual pattern,0
1040,88336,2,card,non-profit,21,1,1,domestic,1,structuring,cash-heavy,1
1041,97679,4,card,non-profit,50,0,4,domestic,1,round figures,cash-heavy,0
1042,6569,6,card,retail,43,0,3,foreign,0,round figures,,0
1043,30205,10,cash,non-profit,100,0,4,domestic,0,round figures,,0
1044,42201,7,cash,foreign,112,0,5,domestic,1,frequent small,unusual pattern,1
1045,64423,5,wire,retail,17,1,4,domestic,1,frequent small,unusual pattern,0
1046,92022,9,ACH,business,32,0,2,domestic,1,frequent small,unusual pattern,0
1047,58167,3,wire,foreign,41,0,1,domestic,1,round figures,unusual pattern,0
1048,49476,1,crypto,business,6,0,5,domestic,1,normal,shell company,0
1049,45687,4,cash,non-profit,88,0,3,domestic,1,structuring,,1
1050,37076,9,card,foreign,27,0,1,domestic,1,frequent small,,0
1051,67684,4,cash,retail,20,0,1,domestic,1,normal,unusual pattern,0
1052,78577,2,card,foreign,25,0,2,domestic,1,frequent small,third-party involvement,0
1053,42633,10,crypto,business,66,0,2,domestic,0,frequent small,unusual pattern,0
1054,1928,5,crypto,retail,9,0,2,domestic,1,round figures,cash-heavy,0
1055,2017,3,cash,foreign,92,0,5,domestic,1,round figures,third-party involvement,0
1056,20718,9,card,foreign,53,0,4,foreign,1,frequent small,cash-heavy,0
1057,32354,4,crypto,foreign,61,0,1,domestic,1,structuring,third-party involvement,0
1058,47462,6,wire,foreign,38,0,4,foreign,1,frequent small,cash-heavy,0
1059,20228,2,wire,retail,3,0,4,domestic,0,structuring,unusual pattern,0
1060,59483,6,card,business,84,0,2,foreign,0,normal,unusual pattern,1
1061,65645,3,cash,foreign,70,0,4,domestic,1,frequent small,third-party involvement,1
1062,82280,9,crypto,retail,103,0,1,domestic,1,structuring,cash-heavy,0
1063,88058,2,cash,business,97,0,1,domestic,1,normal,shell company,0
1064,9965,9,wire,foreign,55,0,3,domestic,1,normal,third-party involvement,0
1065,2319,5,crypto,business,1,0,5,domestic,1,round figures,third-party involvement,0
1066,39909,8,cash,business,101,0,4,domestic,1,normal,,0
1067,5387,2,ACH,retail,70,0,5,domestic,1,round figures,third-party involvement,0
1068,34487,6,card,business,45,0,5,domestic,1,normal,shell company,0
1069,8612,3,card,retail,98,0,5,domestic,1,normal,unusual pattern,0
1070,1442,10,ACH,foreign,47,0,5,domestic,0,structuring,cash-heavy,0
1071,63176,5,wire,business,79,0,1,domestic,1,structuring,,0
1072,19316,8,crypto,business,109,0,4,domestic,1,round figures,cash-heavy,0
1073,93170,10,card,non-profit,26,0,3,domestic,1,frequent small,unusual pattern,0
1074,79867,1,ACH,foreign,14,0,5,domestic,1,structuring,third-party involvement,0
1075,97929,5,ACH,foreign,54,0,3,domestic,1,normal,shell company,0
1076,26714,3,wire,non-profit,71,0,1,domestic,1,round figures,,0
1077,36358,4,wire,non-profit,46,1,1,domestic,0,round figures,shell company,0
1078,93889,2,cash,retail,31,1,2,domestic,1,round figures,shell company,0
1079,42178,9,card,retail,88,0,5,domestic,1,normal,shell company,0
1080,83624,3,cash,business,59,1,2,foreign,1,structuring,shell company,0
1081,96673,2,ACH,business,95,0,3,domestic,0,frequent small,unusual pattern,1
1082,12319,10,crypto,business,29,0,4,domestic,0,round figures,shell company,0
1083,335,9,crypto,business,106,0,2,domestic,1,normal,shell company,0
1084,43029,7,wire,retail,96,1,1,domestic,1,structuring,unusual pattern,0
1085,67544,6,crypto,foreign,17,0,5,domestic,1,structuring,cash-heavy,0
1086,8667,1,crypto,business,14,0,3,domestic,1,frequent small,unusual pattern,1
1087,70892,5,crypto,foreign,104,0,1,foreign,1,round figures,third-party involvement,0
1088,65541,3,ACH,business,36,0,4,foreign,1,normal,unusual pattern,0
1089,84655,1,crypto,non-profit,58,0,5,domestic,1,structuring,cash-heavy,0
1090,73798,4,crypto,business,112,0,4,domestic,1,normal,third-party involvement,0
1091,5515,2,crypto,business,24,0,4,domestic,1,structuring,third-party involvement,1
1092,36259,2,cash,business,109,0,5,domestic,0,round figures,,0
1093,44025,3,ACH,retail,63,0,5,foreign,1,round figures,shell company,0
1094,6051,8,wire,non-profit,118,0,4,domestic,1,frequent small,third-party involvement,1
1095,87488,8,cash,business,91,0,3,domestic,1,structuring,third-party involvement,0
1096,8107,7,card,business,25,0,5,domestic,1,normal,cash-heavy,0
1097,41932,6,ACH,foreign,59,0,1,domestic,1,structuring,third-party involvement,0
1098,58696,9,ACH,non-profit,32,0,2,foreign,1,normal,cash-heavy,0
1099,30623,4,card,business,116,0,3,domestic,1,frequent small,shell company,0
1100,88961,1,card,foreign,82,0,5,domestic,1,structuring,,0
1101,86840,8,card,foreign,110,0,5,domestic,1,round figures,,0
1102,15624,7,wire,retail,18,0,3,domestic,1,normal,shell company,1
1103,19382,7,crypto,foreign,37,0,2,domestic,0,round figures,shell company,0
1104,24030,3,ACH,business,26,0,4,domestic,1,frequent small,unusual pattern,0
1105,177,4,crypto,retail,9,0,1,domestic,1,frequent small,third-party involvement,0
1106,20711,10,crypto,retail,99,0,5,foreign,1,normal,third-party involvement,0
1107,17084,9,card,business,64,0,2,domestic,0,structuring,third-party involvement,0
1108,14160,6,wire,non-profit,72,0,1,domestic,1,round figures,cash-heavy,1
1109,83085,5,cash,foreign,20,0,3,domestic,1,round figures,unusual pattern,0
1110,84156,3,wire,retail,54,0,5,domestic,0,normal,third-party involvement,1
1111,43403,9,crypto,non-profit,106,0,4,domestic,1,normal,cash-heavy,0
1112,59307,5,wire,business,86,0,3,foreign,1,normal,cash-heavy,0
1113,75146,5,card,foreign,83,0,5,domestic,1,frequent small,,0
1114,29387,4,cash,foreign,30,0,2,domestic,0,frequent small,cash-heavy,0
1115,93809,4,card,retail,53,0,1,domestic,1,round figures,shell company,0
1116,39811,1,cash,foreign,92,0,1,domestic,1,structuring,cash-heavy,0
1117,12054,7,crypto,foreign,99,0,5,foreign,1,normal,shell company,0
1118,73440,9,cash,foreign,107,0,3,domestic,1,frequent small,shell company,1
1119,72201,3,cash,foreign,63,0,4,foreign,1,structuring,,0
1120,71620,2,cash,business,11,0,2,foreign,1,normal,,0
1121,87162,3,wire,non-profit,31,0,5,domestic,1,structuring,cash-heavy,0
1122,18674,1,wire,business,49,0,2,domestic,1,normal,,0
1123,9284,6,crypto,business,112,0,1,foreign,1,structuring,,0
1124,19196,7,cash,retail,103,0,4,domestic,0,round figures,third-party involvement,0
1125,67828,2,ACH,foreign,100,0,2,domestic,1,normal,cash-heavy,0
1126,34116,8,crypto,business,94,0,5,domestic,0,normal,cash-heavy,0
